AST_PER_GAME,BLK_PER_GAME,CONF_RANKS,CONTINENT,DRAFT_PICK,DRAFT_ROUND,DREB_PER_GAME,FG3A_PER_GAME,FG3M_PER_GAME,FGA_PER_GAME,FGM_PER_GAME,FROM_TANKING,FTA_PER_GAME,FTM_PER_GAME,GP,GS,HEIGHT,MIN,NEW_TEAM,OREB_PER_GAME,PF_PER_GAME,PLAYER,PLAYER_AGE,POSITION,PTS_PER_GAME,REB_PER_GAME,STL_PER_GAME,TEAM_ID,TOV_PER_GAME,TO_TANKING,WEIGHT,YEARS_IN_LEAGUE
1.0,0.286,12,1,10,1,1.964,2.5,0.607,6.107,2.357,0,0.964,0.5,28,28,193.0,423,0,0.357,1.714,Johnny Davis,21,1,5.821,2.321,0.357,1610612764,0.607,0,195,0
3.442,0.093,8,1,-1,-1,1.093,1.814,0.558,3.372,1.419,0,0.419,0.349,43,2,182.9,679,0,0.349,0.651,Jordan McLaughlin,26,1,3.744,1.442,0.744,1610612750,0.767,0,185,4
0.326,0.652,14,1,19,1,1.87,0.413,0.087,2.609,1.457,0,0.565,0.413,46,46,210.8,550,0,0.804,1.413,Kai Jones,22,4,3.413,2.674,0.37,1610612766,0.674,0,221,0
1.646,0.083,4,6,47,2,0.75,0.875,0.25,2.292,1.188,0,0.708,0.646,48,31,188.0,505,1,0.208,1.021,Raul Neto,30,1,3.271,0.958,0.354,1610612739,0.5,0,180,8
0.838,0.135,13,2,42,2,1.054,2.0,0.649,3.297,1.486,0,0.622,0.568,37,2,195.6,451,0,0.622,1.649,Admiral Schofield,25,3,4.189,1.676,0.216,1610612753,0.432,0,241,3
1.25,0.192,12,1,-1,-1,1.846,0.827,0.154,2.75,1.231,0,0.462,0.365,52,52,198.1,700,1,0.538,1.538,Juan Toscano-Anderson,30,3,2.981,2.385,0.308,1610612762,0.654,0,209,0
0.111,0.389,6,1,-1,-1,2.278,0.0,0.0,2.667,1.694,0,2.0,0.917,36,0,218.4,294,1,1.583,1.083,Moses Brown,23,5,4.306,3.861,0.111,1610612751,0.417,0,245,4
0.629,0.0,1,1,-1,-1,1.114,3.0,1.257,3.571,1.514,0,0.114,0.114,35,35,195.6,345,0,0.171,0.886,AJ Green,23,1,4.4,1.286,0.171,1610612749,0.257,0,190,0
0.795,0.872,7,3,34,2,2.128,0.103,0.0,2.872,1.513,0,1.282,0.897,39,9,208.3,405,1,1.385,1.897,Bruno Fernando,24,4,3.923,3.513,0.154,1610612737,0.641,0,240,4
1.704,0.185,5,1,1,1,1.185,2.333,0.704,5.889,2.259,0,0.444,0.407,27,26,190.5,338,0,0.296,0.667,Derrick Rose,34,1,5.63,1.481,0.259,1610612752,0.815,0,200,14
2.68,0.04,4,1,38,2,1.28,1.2,0.44,4.84,1.96,0,2.28,1.68,25,25,188.0,374,1,0.52,1.28,Saben Lee,24,1,6.04,1.8,0.76,1610612756,0.96,0,183,0
1.516,0.065,14,1,29,1,1.387,2.581,0.613,5.161,1.871,0,0.581,0.323,31,31,190.5,433,0,0.065,0.935,TyTy Washington Jr.,21,1,4.677,1.452,0.484,1610612745,0.452,0,195,0
0.909,0.0,5,1,51,2,1.045,1.318,0.545,5.545,2.318,0,1.727,1.318,22,22,198.1,248,0,0.318,0.955,Brandon Boston Jr.,21,1,6.5,1.364,0.409,1610612746,0.545,0,188,0
1.161,0.419,9,1,46,2,1.097,1.645,0.484,4.194,1.774,0,0.774,0.548,31,31,200.7,279,0,0.355,1.097,Dalano Banton,23,3,4.581,1.452,0.419,1610612761,0.581,0,204,0
0.366,0.512,12,1,30,1,1.951,0.415,0.244,2.098,1.341,0,0.707,0.537,41,0,210.8,477,1,1.024,1.341,Damian Jones,27,5,3.463,2.976,0.195,1610612762,0.561,0,245,7
0.471,0.147,13,1,-1,-1,1.235,1.265,0.471,3.147,1.382,0,1.206,0.912,34,34,198.1,457,0,0.824,1.559,Kevon Harris,26,1,4.147,2.059,0.5,1610612753,0.618,0,216,0
0.595,0.081,3,5,26,1,0.973,1.243,0.486,3.0,1.297,0,0.973,0.703,37,0,200.7,353,0,0.162,0.486,Furkan Korkmaz,25,2,3.784,1.135,0.27,1610612755,0.649,0,202,6
0.342,0.158,8,1,-1,-1,0.895,0.579,0.211,2.132,1.211,0,1.5,1.026,38,38,203.2,291,0,0.579,1.079,Nathan Knight,25,4,3.658,1.474,0.263,1610612750,0.553,0,253,0
1.234,0.149,11,2,8,1,1.17,1.426,0.362,2.809,1.021,0,0.702,0.468,47,5,193.0,608,0,0.149,1.383,Frank Ntilikina,24,1,2.872,1.319,0.34,1610612742,0.617,0,200,6
0.886,0.143,11,1,13,1,1.657,2.029,0.8,3.286,1.343,0,0.286,0.286,35,3,205.7,355,1,0.371,1.371,Markieff Morris,33,3,3.771,2.029,0.257,1610612742,0.514,0,245,12
0.214,0.262,3,1,37,2,1.214,0.19,0.119,2.119,1.31,0,0.452,0.357,42,0,203.2,348,0,0.69,1.19,Richaun Holmes,29,3,3.095,1.905,0.071,1610612758,0.333,0,235,8
1.37,0.407,13,1,16,1,2.593,3.185,0.963,4.519,1.593,0,0.778,0.593,27,27,203.2,518,0,0.963,1.481,Chuma Okeke,24,3,4.741,3.556,0.704,1610612753,0.63,0,229,0
0.512,0.171,7,1,35,2,1.659,1.512,0.634,2.585,1.073,0,0.39,0.341,41,41,195.6,512,0,0.171,0.805,Max Christie,20,1,3.122,1.829,0.22,1610612747,0.317,0,190,0
0.306,0.417,12,3,27,1,2.444,0.0,0.0,2.0,1.639,0,0.556,0.194,36,36,210.8,359,0,0.861,0.944,Udoka Azubuike,23,4,3.472,3.306,0.167,1610612762,0.5,0,270,0
1.5,0.333,1,1,34,2,2.889,3.056,1.333,5.222,2.5,0,0.667,0.556,18,3,198.1,340,1,0.944,1.5,Jae Crowder,31,3,6.889,3.833,0.667,1610612749,0.389,0,235,10
0.595,0.143,9,2,15,1,2.286,1.595,0.405,2.714,1.143,0,0.381,0.214,42,6,205.7,614,1,0.643,1.024,Juancho Hernangomez,27,3,2.905,2.929,0.381,1610612761,0.357,0,214,7
0.471,0.029,8,1,-1,-1,0.647,2.471,0.941,3.176,1.176,0,0.353,0.294,34,34,198.1,310,1,0.118,0.794,Matt Ryan,26,3,3.588,0.765,0.147,1610612750,0.206,0,215,0
0.355,0.129,6,1,28,1,1.258,2.71,1.032,3.516,1.387,0,0.194,0.129,31,31,205.7,226,0,0.032,0.452,Patrick Baldwin Jr.,20,3,3.935,1.29,0.194,1610612744,0.355,1,220,0
1.71,0.452,15,3,21,1,2.581,2.419,0.677,3.774,1.452,0,0.419,0.323,31,7,208.3,358,1,0.871,1.839,Gorgui Dieng,32,5,3.903,3.452,0.129,1610612759,1.032,0,248,10
0.833,0.083,2,1,-1,-1,1.333,0.708,0.25,3.875,2.042,0,1.125,0.667,24,24,198.1,176,0,0.792,1.167,Kenneth Lofton Jr.,20,3,5.0,2.125,0.208,1610612763,0.5,0,275,0
0.806,0.387,8,1,-1,-1,2.516,0.194,0.0,2.871,1.516,0,1.0,0.71,31,31,208.3,425,0,1.548,1.71,Orlando Robinson,22,5,3.742,4.065,0.387,1610612748,0.516,0,235,0
0.92,0.08,9,1,13,1,1.12,1.36,0.6,3.52,1.6,0,0.88,0.76,25,25,185.4,235,0,0.2,0.96,Kira Lewis Jr.,22,1,4.56,1.32,0.4,1610612740,0.4,0,170,0
2.148,0.185,11,1,-1,-1,1.407,1.037,0.333,3.63,1.704,0,0.704,0.481,27,27,180.3,335,1,0.333,0.889,McKinley Wright IV,24,1,4.222,1.741,0.296,1610612742,0.704,0,192,0
0.514,0.216,4,1,15,1,0.757,0.108,0.054,2.027,1.297,0,0.486,0.378,37,4,213.4,299,1,0.622,1.162,Robin Lopez,34,5,3.027,1.378,0.054,1610612739,0.676,0,281,15
0.857,0.679,15,1,-1,-1,2.0,0.143,0.0,3.071,1.643,0,0.893,0.643,28,28,205.7,408,0,1.643,2.0,Dominick Barlow,20,3,3.929,3.643,0.357,1610612759,0.536,0,215,0
2.326,0.163,1,1,-1,-1,1.14,0.279,0.047,3.047,1.209,0,0.093,0.047,43,4,182.9,398,1,0.116,0.767,Ish Smith,34,1,2.512,1.256,0.186,1610612743,1.023,0,175,13
0.6,0.114,2,1,19,1,1.257,2.029,0.686,2.714,1.057,0,0.257,0.2,35,35,200.7,414,0,0.543,1.4,Jake LaRavia,21,3,3.0,1.8,0.343,1610612763,0.514,0,235,0
0.29,0.065,14,2,-1,-1,1.29,0.032,0.0,1.935,1.323,0,0.871,0.645,31,2,223.5,171,1,0.645,0.323,Boban Marjanovic,34,5,3.29,1.935,0.161,1610612745,0.452,0,290,8
1.364,0.227,6,1,-1,-1,2.045,1.182,0.591,3.136,1.864,0,0.318,0.273,22,0,188.0,368,0,1.091,1.955,Gary Payton II,29,1,4.591,3.136,1.0,1610612744,0.727,0,195,6
0.639,0.167,3,1,44,2,1.056,1.528,0.472,2.583,1.0,0,0.417,0.306,36,36,200.7,386,1,0.639,1.111,Kessler Edwards,22,3,2.778,1.694,0.389,1610612758,0.361,0,203,0
0.667,0.267,8,1,4,1,2.6,0.133,0.0,3.933,2.467,0,2.333,1.6,15,0,210.8,217,1,1.667,2.2,Cody Zeller,29,4,6.533,4.267,0.2,1610612748,0.933,0,240,9
0.667,0.056,8,1,-1,-1,2.056,1.111,0.389,3.667,2.056,0,1.222,0.944,18,18,198.1,240,0,0.833,1.167,Jamal Cain,24,3,5.444,2.889,0.611,1610612748,0.333,0,191,0
1.15,0.025,11,1,-1,-1,1.325,1.55,0.55,2.175,0.775,0,0.325,0.275,40,0,200.7,323,0,0.25,0.85,Theo Pinson,27,2,2.375,1.575,0.15,1610612742,0.3,0,212,5
8.333,0.167,13,1,50,2,2.833,4.333,2.0,11.333,5.667,0,2.167,2.0,6,6,193.0,189,1,0.333,1.833,Skylar Mays,25,1,15.333,3.167,1.0,1610612757,1.667,0,205,0
0.68,0.08,8,1,-1,-1,0.44,1.84,0.56,3.32,1.2,0,0.6,0.6,25,0,188.0,268,1,0.16,0.88,Bryn Forbes,29,1,3.56,0.6,0.28,1610612750,0.48,0,205,7
0.535,0.093,7,1,32,2,1.14,1.07,0.395,1.953,0.651,0,0.558,0.372,43,43,195.6,343,1,0.233,0.907,Davon Reed,28,1,2.07,1.372,0.349,1610612747,0.465,0,206,0
0.889,0.111,14,1,9,1,1.25,0.917,0.361,1.75,0.861,0,0.444,0.389,36,1,213.4,235,1,0.194,0.611,Frank Kaminsky,29,4,2.472,1.444,0.167,1610612745,0.25,0,240,8
0.323,0.194,10,1,-1,-1,0.645,0.613,0.161,2.419,1.258,0,0.355,0.194,31,31,193.0,263,1,0.871,0.839,Terry Taylor,23,3,2.871,1.516,0.097,1610612741,0.29,0,230,0
0.444,0.167,12,1,-1,-1,1.722,3.5,0.833,5.778,1.944,0,0.222,0.111,18,18,198.1,232,0,0.444,0.722,Johnny Juzang,22,1,4.833,2.167,0.222,1610612762,0.167,0,209,0
0.579,0.132,10,1,18,1,0.658,0.711,0.184,1.895,0.842,0,0.553,0.368,38,38,200.7,214,0,0.316,0.632,Dalen Terry,20,3,2.237,0.974,0.289,1610612741,0.211,0,195,0
0.913,0.043,6,1,-1,-1,0.783,0.522,0.043,3.391,1.565,0,0.739,0.522,23,23,193.0,228,0,0.478,1.348,David Duke Jr.,23,1,3.696,1.261,0.435,1610612751,0.783,0,204,0
0.667,0.133,8,2,27,1,1.467,2.333,0.533,4.6,1.867,0,1.267,1.2,15,15,208.3,204,0,0.6,1.267,Nikola Jovic,20,3,5.467,2.067,0.467,1610612748,0.667,0,205,0
1.611,0.139,2,1,38,2,0.806,0.417,0.056,2.306,0.972,0,0.361,0.167,36,36,180.3,282,0,0.25,0.417,Kennedy Chandler,20,1,2.167,1.056,0.333,1610612763,0.5,0,170,0
0.478,0.478,1,1,30,1,1.261,0.609,0.261,2.565,1.261,0,0.87,0.478,23,23,200.7,186,0,0.348,0.609,Peyton Watson,20,1,3.261,1.609,0.087,1610612743,0.348,0,200,0
2.111,0.222,11,1,9,1,1.444,3.111,0.778,6.333,2.667,0,2.333,1.889,9,3,182.9,144,1,0.333,1.222,Kemba Walker,32,1,8.0,1.778,0.222,1610612742,0.444,0,184,12
2.143,0.286,12,2,19,1,4.286,4.429,1.143,8.143,3.714,0,1.857,1.286,7,2,208.3,161,0,0.0,2.429,Luka Samanic,21,3,9.857,4.286,0.857,1610612762,1.429,0,227,2
0.25,0.438,1,3,24,1,1.812,1.125,0.375,3.375,1.625,0,0.812,0.5,16,0,210.8,185,0,0.938,1.438,Serge Ibaka,33,3,4.125,2.75,0.125,1610612749,0.688,0,235,14
0.545,0.273,4,1,46,2,1.0,3.364,1.455,4.455,2.0,0,0.091,0.091,11,0,198.1,139,1,0.273,1.455,Danny Green,35,1,5.545,1.273,0.545,1610612739,0.909,0,215,13
1.24,0.12,9,1,-1,-1,0.68,0.64,0.2,2.28,1.0,0,0.36,0.24,25,25,190.5,259,1,0.24,0.52,Jeff Dowtin Jr.,26,1,2.44,0.92,0.36,1610612761,0.2,0,177,0
0.182,0.364,5,2,43,2,0.864,0.091,0.045,2.136,1.091,0,0.727,0.455,22,22,208.3,195,0,1.409,0.682,Moussa Diabate,21,3,2.682,2.273,0.318,1610612746,0.409,0,210,0
0.364,0.409,4,3,-1,-1,1.0,0.955,0.318,2.273,1.091,0,0.091,0.091,22,22,205.7,176,1,0.364,1.182,Mamadi Diakite,26,3,2.591,1.364,0.182,1610612739,0.545,0,228,0
0.133,0.0,11,1,-1,-1,1.0,1.667,0.667,2.933,1.467,0,0.533,0.133,15,15,198.1,108,0,0.4,0.733,A.J. Lawson,22,1,3.733,1.4,0.133,1610612742,0.2,0,179,0
1.667,0.111,12,1,-1,-1,0.667,1.333,0.111,4.667,2.111,0,2.444,1.889,9,9,195.6,135,0,0.222,1.111,Quenton Jackson,24,1,6.222,0.889,0.444,1610612764,0.444,1,173,0
0.545,0.364,13,1,6,1,2.636,1.364,0.545,4.818,2.0,0,0.818,0.455,11,4,208.3,124,0,1.364,0.455,Jonathan Isaac,22,3,5.0,4.0,1.273,1610612753,0.364,0,230,3
2.0,0.4,13,1,-1,-1,1.0,1.6,0.6,7.8,4.8,0,0.6,0.4,5,5,195.6,127,0,2.0,2.6,Jeenathan Williams,24,1,10.6,3.0,0.6,1610612757,0.8,0,205,0
1.652,0.087,7,1,-1,-1,1.391,0.087,0.0,2.609,1.087,0,0.13,0.087,23,23,193.0,277,1,0.217,0.739,Trent Forrest,25,1,2.261,1.609,0.304,1610612737,0.652,0,210,0
0.833,0.333,11,1,16,1,1.444,0.833,0.167,2.722,1.222,0,0.444,0.222,18,3,200.7,162,1,0.222,1.778,James Johnson,35,3,2.833,1.667,0.389,1610612754,0.444,0,240,14
1.429,0.571,12,1,-1,-1,2.143,1.714,0.857,3.571,2.143,0,2.286,2.143,7,7,215.9,95,1,0.857,2.143,Jay Huff,25,5,7.286,3.0,0.429,1610612764,0.714,1,240,0
0.405,0.081,1,2,51,2,0.784,0.216,0.0,1.243,0.541,0,0.595,0.297,37,0,200.7,206,0,0.405,0.595,Thanasis Antetokounmpo,30,3,1.378,1.189,0.081,1610612749,0.324,0,219,5
0.52,0.08,9,1,-1,-1,0.48,1.04,0.44,1.8,0.72,0,0.16,0.12,25,0,198.1,162,0,0.2,0.6,Garrett Temple,36,2,2.0,0.68,0.36,1610612740,0.16,0,195,13
2.0,0.286,1,1,-1,-1,1.0,2.571,0.857,5.286,2.571,0,1.286,1.143,7,7,185.4,87,0,0.0,1.0,Lindell Wigginton,25,1,7.143,1.0,0.0,1610612749,1.714,0,189,0
1.286,0.857,11,2,-1,-1,2.143,1.571,0.286,6.286,3.0,0,1.714,0.714,7,0,203.2,109,1,1.0,1.0,Daniel Theis,30,4,7.0,3.143,0.286,1610612754,0.429,0,245,5
1.281,0.0,3,4,-1,-1,0.375,0.844,0.281,1.562,0.531,0,0.219,0.125,32,1,190.5,213,0,0.031,0.625,Matthew Dellavedova,32,1,1.469,0.406,0.219,1610612758,0.312,0,200,9
0.333,0.4,8,1,45,2,1.333,0.4,0.133,2.4,1.2,0,0.533,0.533,15,15,203.2,96,0,0.333,0.667,Josh Minott,20,3,3.067,1.667,0.267,1610612750,0.2,0,205,0
0.371,0.2,3,1,32,2,0.771,0.6,0.2,1.086,0.457,0,0.229,0.2,35,0,203.2,248,1,0.2,1.114,KZ Okpala,23,2,1.314,0.971,0.2,1610612758,0.2,0,215,4
0.286,0.071,15,1,-1,-1,1.857,1.429,0.357,3.143,1.214,0,0.429,0.429,14,14,198.1,198,0,0.786,1.643,Jared Rhoden,23,1,3.214,2.643,0.286,1610612765,0.214,0,210,0
0.579,0.474,13,1,-1,-1,0.737,1.842,0.421,2.789,0.895,0,0.211,0.158,19,19,213.4,221,0,0.158,1.158,John Butler Jr.,20,3,2.368,0.895,0.368,1610612757,0.053,0,190,0
1.467,0.267,6,1,-1,-1,1.467,1.267,0.333,3.0,1.2,0,0.2,0.2,15,15,190.5,158,0,0.133,1.533,Dru Smith,25,1,2.933,1.6,0.667,1610612751,0.2,0,203,0
0.6,0.2,7,1,6,1,2.8,1.2,0.1,4.3,1.7,0,1.3,0.9,10,5,198.1,137,1,1.0,1.4,Jarrett Culver,23,2,4.4,3.8,0.6,1610612737,0.7,0,195,4
1.0,0.0,9,1,3,1,1.625,2.125,0.75,3.75,1.875,0,1.0,1.0,8,0,203.2,146,1,0.75,0.875,Otto Porter Jr.,29,3,5.5,2.375,1.375,1610612761,0.5,0,198,10
6.0,0.4,7,1,-1,-1,4.2,2.0,0.6,7.2,3.0,0,3.0,2.2,5,0,193.0,120,1,0.2,2.4,Shaquille Harrison,28,1,8.8,4.4,2.2,1610612747,1.2,0,195,5
0.462,0.423,3,2,5,1,1.385,0.077,0.0,1.154,0.615,0,0.615,0.423,26,1,218.4,161,0,0.923,1.077,Alex Len,29,5,1.654,2.308,0.154,1610612758,0.615,0,250,10
0.35,0.25,15,1,-1,-1,0.85,0.1,0.05,1.6,0.95,0,0.25,0.2,20,0,203.2,162,1,0.4,1.2,Khem Birch,30,5,2.15,1.25,0.25,1610612759,0.4,0,233,6
0.111,0.0,1,1,11,1,2.444,2.0,0.778,3.222,1.556,0,1.0,0.889,9,1,213.4,114,0,1.333,1.778,Meyers Leonard,29,4,4.778,3.778,0.222,1610612749,0.667,0,260,9
0.5,0.188,3,1,28,1,0.5,0.312,0.125,2.188,1.062,0,0.5,0.375,16,16,193.0,89,0,0.375,0.938,Jaden Springer,20,1,2.625,0.875,0.438,1610612755,0.188,0,202,0
0.621,0.172,8,1,26,1,0.483,0.586,0.069,1.483,0.621,0,0.172,0.138,29,29,195.6,153,0,0.138,0.448,Wendell Moore Jr.,21,1,1.448,0.621,0.276,1610612750,0.276,0,215,0
1.929,0.0,5,1,33,2,1.429,1.286,0.357,2.929,1.286,0,0.143,0.0,14,14,190.5,124,0,0.143,0.5,Jason Preston,23,1,2.929,1.571,0.143,1610612746,0.714,0,181,0
0.222,0.222,8,5,-1,-1,1.667,0.778,0.333,3.0,1.778,0,0.667,0.556,9,9,210.8,83,0,0.889,1.778,Omer Yurtseven,25,5,4.444,2.556,0.222,1610612748,0.444,0,275,0
0.6,0.4,12,4,-1,-1,2.2,0.1,0.0,2.8,1.7,0,1.0,0.4,10,10,203.2,126,0,1.6,1.3,Xavier Cooks,27,3,3.8,3.8,0.6,1610612764,0.8,1,183,0
1.333,0.0,10,1,40,2,0.5,2.333,1.167,5.333,2.5,0,0.0,0.0,6,6,190.5,77,1,0.167,0.833,Jared Butler,22,1,6.167,0.667,0.833,1610612760,0.833,0,193,0
0.444,0.556,10,2,-1,-1,2.111,0.889,0.111,3.333,1.667,0,0.778,0.556,9,9,210.8,114,0,1.333,1.889,Olivier Sarr,24,5,4.0,3.444,0.111,1610612760,0.444,0,240,0
0.586,0.034,7,2,37,2,0.69,0.724,0.172,1.276,0.517,0,0.069,0.034,29,29,203.2,165,1,0.207,0.586,Vit Krejci,23,1,1.241,0.897,0.172,1610612737,0.172,0,195,0
1.571,0.143,14,1,36,2,2.286,2.0,0.429,5.143,2.0,0,1.0,0.571,7,0,198.1,134,0,1.143,1.857,Cody Martin,27,3,5.0,3.429,0.571,1610612766,0.286,0,205,4
0.588,0.588,6,1,6,1,2.118,0.118,0.059,2.118,0.765,0,0.706,0.471,17,16,208.3,195,1,0.588,1.882,Nerlens Noel,28,4,2.059,2.706,0.941,1610612751,0.765,0,220,9
0.25,0.25,4,1,49,2,1.333,0.667,0.25,2.333,1.0,0,0.333,0.333,12,12,203.2,84,0,0.333,0.667,Isaiah Mobley,23,3,2.583,1.667,0.333,1610612739,0.083,0,238,0
0.267,0.133,2,1,47,2,0.733,1.867,0.267,2.667,0.8,0,0.133,0.133,15,15,193.0,105,0,0.267,0.8,Vince Williams Jr.,22,1,2.0,1.0,0.4,1610612763,0.333,0,205,0
0.188,0.312,13,1,43,2,1.062,0.438,0.062,1.75,0.688,0,0.75,0.312,16,16,200.7,93,0,0.125,0.812,Greg Brown III,21,3,1.75,1.188,0.25,1610612757,0.375,0,206,0
1.222,0.0,15,1,-1,-1,1.0,1.667,0.333,3.111,1.0,0,1.0,0.778,9,9,200.7,83,0,0.333,0.667,Jordan Hall,21,1,3.111,1.333,0.111,1610612759,0.778,0,215,0
4.5,0.5,15,1,12,1,2.75,3.0,0.75,6.5,2.25,0,2.25,1.75,4,4,198.1,93,0,0.5,2.0,Joshua Primo,20,1,7.0,3.25,0.25,1610612759,2.75,0,189,0
0.0,0.286,8,1,-1,-1,1.0,1.286,0.429,4.143,1.429,0,0.714,0.571,7,2,200.7,72,0,0.571,1.571,Udonis Haslem,42,3,3.857,1.571,0.143,1610612748,0.143,0,235,20
1.15,0.0,13,1,-1,-1,0.75,1.15,0.4,1.85,0.45,0,0.0,0.0,20,0,190.5,172,1,0.0,0.85,Ryan Arcidiacono,28,1,1.3,0.75,0.25,1610612757,0.35,0,195,6
4.5,0.0,3,1,-1,-1,3.5,5.5,2.0,10.0,4.5,0,2.5,1.5,2,2,188.0,41,1,1.5,1.5,Mac McClung,24,1,12.5,5.0,0.0,1610612755,1.5,0,185,0
0.304,0.348,2,1,9,1,1.304,0.174,0.043,1.043,0.478,0,0.087,0.087,23,0,208.3,172,0,0.783,1.522,Noah Vonleh,27,3,1.087,2.087,0.087,1610612738,0.478,0,257,8
1.0,0.0,4,1,60,2,1.8,3.6,1.0,4.4,1.8,0,0.4,0.4,5,5,193.0,59,1,0.0,0.6,Sam Merrill,27,1,5.0,1.8,0.8,1610612739,0.0,0,205,0
1.667,0.0,11,1,-1,-1,2.0,6.0,2.0,7.0,2.667,0,0.667,0.667,3,3,190.5,56,0,0.0,1.667,Gabe York,29,1,8.0,2.0,0.667,1610612754,0.0,0,190,0
0.375,0.062,3,1,-1,-1,0.25,0.75,0.375,1.0,0.438,0,0.438,0.25,16,16,190.5,71,0,0.25,0.625,Keon Ellis,23,1,1.5,0.5,0.312,1610612758,0.062,0,175,0
0.571,0.0,12,1,-1,-1,1.857,1.0,0.571,2.143,1.429,0,0.0,0.0,7,7,203.2,52,1,0.429,0.714,Micah Potter,25,5,3.429,2.286,0.143,1610612762,0.286,0,248,0
0.5,0.083,6,1,44,2,0.75,0.75,0.25,1.667,0.583,0,0.5,0.5,12,12,190.5,62,0,0.25,0.833,Ryan Rollins,20,1,1.917,1.0,0.083,1610612744,1.333,1,180,0
0.75,0.5,12,1,50,2,1.25,2.25,1.0,3.5,2.0,0,0.5,0.5,4,0,195.6,39,0,0.25,0.75,Jarrell Brantley,25,3,5.5,1.5,0.0,1610612762,0.5,0,250,2
0.625,0.062,3,1,-1,-1,0.812,1.0,0.125,2.062,0.625,0,0.0,0.0,16,0,198.1,79,1,0.062,0.438,PJ Dozier,25,2,1.375,0.875,0.375,1610612758,0.312,0,205,5
0.235,0.118,1,4,-1,-1,0.647,0.529,0.176,1.118,0.471,0,0.176,0.118,17,17,200.7,66,0,0.353,0.529,Jack White,25,3,1.235,1.0,0.176,1610612743,0.118,0,225,0
0.857,0.714,11,1,-1,-1,1.286,2.143,0.286,4.143,1.0,0,0.714,0.714,7,7,198.1,70,1,1.143,0.571,Trevelin Queen,26,1,3.0,2.429,0.286,1610612754,1.0,0,190,0
0.125,0.0,7,1,51,2,0.438,0.438,0.062,1.438,0.562,0,0.125,0.125,16,16,198.1,66,0,0.312,0.125,Tyrese Martin,24,1,1.312,0.75,0.062,1610612737,0.125,0,215,0
0.857,0.0,10,1,-1,-1,0.571,0.857,0.429,2.143,0.857,0,1.143,0.714,7,7,182.9,56,1,0.143,0.286,Carlik Jones,25,1,2.857,0.714,0.286,1610612741,0.286,0,174,0
0.391,0.174,2,1,15,1,0.652,0.87,0.217,1.174,0.304,0,0.087,0.043,23,13,203.2,107,1,0.087,0.304,Justin Jackson,27,3,0.87,0.739,0.174,1610612738,0.087,0,220,6
2.0,0.0,3,1,-1,-1,2.0,8.0,4.0,13.0,8.0,0,1.0,0.0,1,0,200.7,29,1,2.0,4.0,Louis King,23,3,20.0,4.0,1.0,1610612755,2.0,0,205,3
0.444,0.111,9,1,-1,-1,0.444,1.0,0.333,1.778,0.889,0,0.111,0.111,9,9,195.6,48,0,0.333,0.333,Ron Harper Jr.,23,3,2.222,0.778,0.0,1610612761,0.0,0,245,0
0.917,0.167,2,1,53,2,0.583,0.583,0.167,1.583,0.667,0,0.167,0.083,12,12,185.4,66,0,0.167,0.417,JD Davison,20,1,1.583,0.75,0.167,1610612738,0.333,0,195,0
0.083,0.083,10,1,28,1,0.833,0.417,0.25,1.0,0.5,0,0.333,0.333,12,0,210.8,33,0,0.083,0.167,Tony Bradley,24,4,1.583,0.917,0.083,1610612741,0.083,0,248,6
2.375,0.375,6,1,9,1,1.75,1.125,0.125,1.875,0.875,0,0.375,0.25,8,8,198.1,113,0,0.375,1.375,Andre Iguodala,38,2,2.125,2.125,0.5,1610612744,1.125,0,215,18
1.0,1.25,13,1,-1,-1,3.0,3.0,0.75,5.75,1.75,0,0.25,0.0,4,4,200.7,89,0,0.75,2.25,Justin Minaya,24,3,4.25,3.75,0.5,1610612757,1.0,0,210,0
1.75,0.25,13,1,11,1,1.0,0.75,0.25,3.5,1.5,0,1.75,1.0,4,4,195.6,44,0,0.25,1.25,Michael Carter-Williams,29,1,4.25,1.25,0.25,1610612753,1.0,0,190,8
1.25,0.25,14,1,-1,-1,1.25,1.5,0.75,2.5,1.25,0,1.0,1.0,4,4,195.6,48,1,0.0,1.75,Xavier Sneed,25,3,4.25,1.25,0.0,1610612766,0.75,0,215,0
0.4,0.0,15,1,-1,-1,0.4,2.5,0.4,2.7,0.5,0,0.2,0.2,10,10,198.1,90,0,0.2,0.6,Buddy Boeheim,23,3,1.6,0.6,0.2,1610612765,0.0,0,205,0
7.0,1.0,6,1,59,2,6.0,5.0,2.0,12.0,6.0,0,2.0,2.0,1,1,200.7,35,0,3.0,5.0,RaiQuan Gray,23,3,16.0,9.0,0.0,1610612751,4.0,0,269,0
0.25,0.25,14,1,-1,-1,1.25,2.5,0.75,3.0,1.25,0,0.5,0.5,4,4,200.7,25,0,0.25,0.5,Darius Days,23,3,3.75,1.5,0.0,1610612745,0.0,0,245,0
0.8,0.4,12,1,-1,-1,1.0,1.2,0.4,2.8,1.2,0,0.4,0.2,5,5,188.0,71,0,0.2,1.2,Jamaree Bouyea,24,1,3.0,1.2,0.8,1610612764,0.8,0,180,0
0.333,0.167,7,1,-1,-1,0.333,0.5,0.167,2.0,0.667,0,1.5,0.833,6,6,185.4,32,0,0.333,0.5,Scotty Pippen Jr.,22,1,2.333,0.667,0.333,1610612747,0.333,0,170,0
